Country,Year,Homicide Rate,Total Emissions,Coal,Oil,Gas,Cement,Flaring,Emissions Per Capita,GDP per capita,Population,Energy Consumption Coal,Energy Consumption Gas,Energy Consumption Oil,Energy Consumption Other,Energy Consumption Total,Energy Production Coal,Energy Production Gas,Energy Production Oil,Energy Production Other,Energy Production Total,Homicide per capita,Homicide per emissions,GDP,Energy Production to Consumption
Cambodia,2006,0.45,2.997152,0.0,2.997152,0.0,0.0,0.0,0.222377,539.7473654,13477779.0,8.751492875802837e-06,0.0,0.04367854981,0.000828983,0.0445162843028758,0.0,0.0,0.0,0.000644735,0.000644735,0.0033388290459429554,0.1501425353135243,7274595706.693447,0.014483127019618515
Cambodia,2007,0.46,3.471142,0.0,3.418512,0.0,0.05263,0.0,0.253095,629.9210715,13714791.0,0.0004931867575019,0.0,0.0507454195999999,0.000993896,0.0522325023575019,0.0,0.0,0.0,0.00064246,0.00064246,0.003354043091141527,0.13252122788407966,8639235842.118557,0.01230000423113419
Cambodia,2008,0.47,3.866716,0.0,3.495456,0.0,0.37126,0.0,0.277305,742.3979663,13943888.0,0.002858218049417,0.0,0.05040918297,0.00155266,0.054820061019417,0.0,0.0,0.0,0.000610948,0.000610948,0.003370652432090676,0.12155017332537481,10351914093.514975,0.011144606347366253
Cambodia,2009,0.47,4.557086,0.029335,4.180291,0.0,0.34746,0.0,0.321925,734.8151245,14155740.0,0.0031870945187506,0.0,0.06151581556,0.003042708,0.0677456180787507,0.0,0.0,0.0,0.000569008,0.000569008,0.0033202079156582414,0.10313608301445265,10401851850.48963,0.008399185307285237
Cambodia,2010,0.49,5.078142,0.095333,4.612669,0.0,0.37014,0.0,0.353544,782.6957324,14363532.0,0.0031436084235674,0.0,0.0691663396,0.0058178708,0.0781278188235675,0.0,0.0,0.0,0.0005395068,0.0005395068,0.0034114171918160517,0.09649198466683287,11242275198.590837,0.006905437885298496
Cambodia,2011,0.49,5.274698,0.10992,4.733888,0.0,0.43089,0.0,0.361928,880.3103044,14573885.0,0.0038410105307187,0.0,0.0700389922899999,0.0069522108,0.0808322136207187,0.0,0.0,0.0,0.0007218988,0.0007218988,0.0033621783072941775,0.09289631368468868,12829541140.640593,0.008930830515013444
Cambodia,2012,0.5,5.576016,0.153888,4.935408,0.0,0.48672,0.0,0.377098,950.4825446,14786640.0,0.0039923372602074,0.0,0.073756187939178,0.0122761748,0.0900246999993854,0.0,0.0,0.0,0.0050939148,0.0050939148,0.003381430805105149,0.08966975704517346,14054443213.284143,0.05658352429982857
Cambodia,2013,0.5,5.63673,0.223504,4.906096,0.0,0.50713,0.0,0.37579,1015.220881,14999683.0,0.0043007511786807,0.0,0.0736604152999999,0.0175106303,0.0954717967786807,0.0,0.0,0.0,0.0097346823,0.0097346823,0.003333403779266535,0.08870391166509661,15227991389.980722,0.10196395824168462
Cambodia,2014,0.5,6.834254,1.242757,5.081007,0.0,0.51049,0.0,0.449302,1098.074538,15210817.0,0.0050389397565246,0.0,0.07652088451,0.023776719,0.1053365432665247,0.0,0.0,0.0,0.017624883,0.017624883,0.003287134412306716,0.07316087461777102,16702610849.877546,0.16731973969760103
Cambodia,2015,0.49,8.36561,2.205728,5.506992,0.0,0.65289,0.0,0.542604,1170.742816,15417523.0,0.0100992118659721,0.0,0.086518368,0.0241148587,0.1207324385659721,0.0,0.0,0.0,0.0188364947,0.0188364947,0.003178201842150649,0.0585731345353178,18049954292.764767,0.15601850607620366
Cambodia,2016,0.48,10.921712,3.055776,6.444976,0.0,1.42096,0.0,0.699008,1281.105964,15624584.0,0.0245039816394411,0.0,0.096228,0.0297545696,0.1504865512394411,0.0,0.0,0.0,0.0243567856,0.0243567856,0.0030720817911056063,0.043949153759044374,20016747747.418976,0.16185357029842223
Cambodia,2017,0.47,12.504842,3.612704,6.591536,0.0,2.300602,0.0,0.789911,1400.89926,15830689.0,0.0283531900913047,0.0,0.1002004634601879,0.0303783869,0.1589320404514927,0.0,0.0,0.0,0.0254582829,0.0254582829,0.0029689168930044675,0.03758544090361157,22177200505.390137,0.16018345217036375
Cambodia,2018,0.46,14.388181,3.839872,7.232736,0.0,3.315573,0.0,0.897845,1533.315985,16025238.0,0.0421428801637028,0.0,0.1096765376698548,0.04878228272,0.2006017005535577,0.0,0.0,0.0,0.04342544272,0.04342544272,0.0028704721889309852,0.03197068482805436,24571753588.82943,0.216475945119947
Cambodia,2019,0.45,18.024641,4.418784,8.28064,0.0,5.325217,0.0,1.1121,1671.385385,16207746.0,0.0497661984152958,0.0,0.1269522048,0.0479750832,0.2246934864152958,0.0,0.0,0.0,0.0375241272,0.0375241272,0.002776450223245108,0.024965823175063517,27089389788.19221,0.16700140177025435
Cameroon,1990,0.27,2.604793,0.003664,2.34496,0.0,0.256169,0.0,0.227881,1077.333497,11430520.0,0.0,0.0,0.050575714,0.027138818,0.077714532,0.0,0.0,0.3495339457849804,0.027138818,0.3766727637849804,0.002362097262416758,0.10365506971187347,12314482084.12844,4.846876820733867
Cameroon,1991,0.31,2.66844,0.003664,2.451216,0.0,0.21356,0.0,0.226567,1005.304395,11777719.0,0.0,0.0,0.050851946,0.027571912,0.078423858,0.0,0.0,0.3321657994105714,0.027571912,0.3597377114105714,0.0026320886073101252,0.11617274512449222,11840192673.775005,4.587095312380213
Cameroon,1992,0.29,2.712299,0.003664,2.45488,0.0,0.253755,0.0,0.223628,995.3144963,12128604.0,0.0,0.0,0.0516317298,0.027137408,0.0787691378,0.0,0.0,0.3047752808988751,0.027137408,0.3319126888988751,0.002391041870935847,0.10692036534320147,12071775381.082165,4.213740281652227
Cameroon,1993,0.31,2.865801,0.003664,2.608768,0.0,0.253369,0.0,0.229507,1295.916368,12486773.0,0.0,0.0,0.04261886,0.027071434,0.069690294,0.0,0.0,0.2748330723890207,0.027071434,0.3019045063890208,0.0024826270166038895,0.10817220037260089,16181813514.200462,4.332088287488366
Cameroon,1994,0.31,2.841138,0.003659,2.642029,0.0,0.195449,0.0,0.22112,692.8587285,12848862.0,0.0,0.0,0.0469475045,0.027450876,0.0743983805,0.0,0.0,0.2343510161478469,0.027450876,0.261801892147847,0.0024126650282336286,0.10911120825528363,8902446187.991966,3.5189192343756326
Cameroon,1995,0.28,3.203724,0.003664,2.975168,0.0,0.224892,0.0,0.242492,822.3632555,13211647.0,0.0,0.0,0.048087144,0.0281002,0.076187344,0.0,0.0,0.2409830309449243,0.0281002,0.2690832309449243,0.002119342122901104,0.08739829023973353,10864773037.43681,3.5318626010236596
Cameroon,1996,0.28,3.593879,0.003664,3.466144,0.0,0.124071,0.0,0.264736,817.1841421,13575324.0,0.0,0.0,0.0465135126,0.02935526,0.0758687726,0.0,0.0,0.235148047522563,0.02935526,0.264503307522563,0.0020625658731975756,0.07791024683913957,11093539496.66954,3.4863264352132544
Cameroon,1997,0.29,3.157376,0.003664,2.901888,0.0,0.251824,0.0,0.226478,773.9271096,13941181.0,0.0,0.0,0.0484293315,0.031261993,0.0796913245,0.0,0.0,0.2692062688033389,0.031261993,0.3004682618033389,0.0020801681005361023,0.09184842096728421,10789457915.740438,3.7704011533067057
Cameroon,1998,0.32,3.136039,0.0,2.835936,0.0,0.300103,0.0,0.21908,789.2742585,14314599.0,0.0,0.0,0.0482392395,0.031457745,0.0796969845,0.0,0.0,0.2626932139129356,0.031457745,0.2941509589129356,0.0022354800158914685,0.10203954733981306,11298144511.44984,3.690866859748446
Cameroon,1999,0.29,2.996919,0.0,2.652736,0.0,0.344183,0.0,0.203886,786.8459508,14698973.0,0.0,0.0,0.0443505295,0.033756026,0.0781065555,0.0,0.0,0.217101829680112,0.033756026,0.250857855680112,0.00197292695210747,0.09676604539528762,11565827385.968529,3.2117388108365885
Cameroon,2000,0.29,3.345986,0.0,2.98616,0.0,0.359826,0.0,0.221712,700.1632136,15091594.0,0.0,0.0,0.046368761883804,0.034765008,0.081133769883804,0.0,0.0,0.1846555151347692,0.034765008,0.2194205231347692,0.0019215995341512633,0.08667101416443464,10566578953.386478,2.7044290367502097
Cameroon,2001,0.28,3.325841,0.0,2.9312,0.0,0.394641,0.0,0.214664,706.9842108,15493253.0,0.0,0.0,0.045338491979662,0.035535187,0.080873678979662,0.0,0.0,0.1664011174556387,0.035535187,0.2019363044556387,0.0018072382862398234,0.08418923213707451,10953485244.929733,2.49693481245513
Cameroon,2002,0.29,3.325343,0.0,2.94952,0.0,0.375823,0.0,0.208957,780.2705836,15914033.0,0.0,0.0,0.04764012088899,0.03204495,0.07968507088899,0.0,0.0,0.1515787130840541,0.03204495,0.1836236630840541,0.0018222910559504307,0.0872090488109046,12417251816.339659,2.304367192442633
Cameroon,2003,0.28,3.698676,0.0,3.319584,0.0,0.379092,0.0,0.226159,976.5193473,16354326.0,0.0,0.0,0.049993643649014,0.035366625,0.085360268649014,0.0,0.0,0.145458225885675,0.035366625,0.180824850885675,0.0017120852305377795,0.07570276498941785,15970315751.05142,2.1183725607658768
Cameroon,2004,0.28,3.851285,0.0,3.440496,0.0,0.410789,0.0,0.229115,1119.98093,16809407.0,0.0,0.0,0.050110114407638,0.038872096,0.088982210407638,0.0,0.0,0.1436559832995634,0.038872096,0.1825280792995634,0.001665733954802808,0.07270300691847008,18826215284.60851,2.0512873130862985
Cameroon,2005,0.29,3.59129,0.0,3.195008,0.0,0.396282,0.0,0.207887,1129.3579,17275171.0,0.0,0.0,0.0485410596527379,0.037336266,0.0858773256527379,0.0,0.0007394961,0.1787075198010675,0.037336266,0.2167832819010675,0.0016787098663162293,0.08075092793954261,19509850842.7009,2.524336665741944
Cameroon,2006,0.3,3.752466,0.0,3.359888,0.0,0.392578,0.0,0.211391,1177.968662,17751333.0,0.0,0.0007394961,0.0583534395448499,0.044595824,0.1036887596448499,0.0,0.0007394961,0.1875819288389505,0.044595824,0.2329172489389505,0.0016900139274047756,0.07994742657228605,20910513982.726444,2.246311458799664
Cameroon,2007,0.27,5.7031,0.0,4.572672,0.685168,0.44526,0.0,0.312467,1311.003014,18251866.0,0.0,0.0007394961,0.0642079097536159,0.03839934,0.1033467458536159,0.0,0.0007394961,0.1798197949284698,0.03839934,0.2189586310284698,0.001479300801353681,0.04734267328295138,23928251337.124123,2.1186794922271743
Cameroon,2008,0.29,5.426016,0.0,4.330088,0.711293,0.384635,0.0,0.28897,1476.009215,18777081.0,0.0,0.0007394961,0.062116659981974,0.042047018,0.104903174081974,0.0,0.0007394961,0.1770420811076311,0.042047018,0.2198285952076311,0.0015444360068532484,0.0534462117325124,27715144586.801414,2.0955380724309776
Cameroon,2009,0.31,6.59405,0.0,5.580851,0.589578,0.423621,0.0,0.34132,1445.86032,19319274.0,0.0,0.0007394961,0.0722389242419399,0.03949872,0.1124771403419399,0.0,0.0007394960999999,0.1669602290170067,0.03949872,0.2071984451170067,0.0016046151630749685,0.047012079071283956,27932971687.80768,1.8421382734936729
Cameroon,2010,0.32,6.662047,0.0,5.682864,0.593568,0.385615,0.0,0.335146,1383.813759,19878036.0,0.0,0.00776470905,0.0790119666993619,0.0417303144,0.1285069901493619,0.0,0.00776470905,0.1411161892920728,0.0417303144,0.1906112127420728,0.001609816985943682,0.048033284664608336,27507499718.697323,1.4832750539136277
Cameroon,2011,0.34,6.520543,0.0,5.657216,0.425024,0.438303,0.0,0.318871,1497.926667,20448873.0,0.0,0.00554622075,0.08687977981288,0.04291586348,0.13534186404288,0.0,0.0055462207499999,0.1338655829802904,0.04291586348,0.1823276672102904,0.001662683317559848,0.052142896688205265,30630912176.79629,1.3471638542862392
Cameroon,2012,0.35,7.603382,0.0,5.158912,0.509296,0.487499,1.447675,0.361503,1433.724035,21032684.0,0.0,0.01005714696,0.0804173238530754,0.04458068304,0.1350551538530754,0.0,0.01005714696,0.1371488764044938,0.04074218304,0.1879482064044938,0.0016640767293418187,0.0460321472734107,30155064571.35994,1.3916403857416653
Cameroon,2013,0.36,7.849515,0.0,5.155248,0.58624,0.544938,1.563088,0.362852,1559.139125,21632850.0,0.0,0.01146218955,0.0627366551570719,0.04457470607,0.1187735507770719,0.0,1.8598456108520094e-18,0.1362447811137711,0.04200205807,0.1782468391837711,0.0016641357934807479,0.045862706167196315,33728622820.25625,1.500728386224014
Cameroon,2014,0.37,8.77151,0.0,5.730496,0.850048,0.503741,1.687225,0.393349,1631.714084,22299585.0,0.0,0.017341183545,0.0866547124447179,0.0444099957,0.1484058916897179,0.0,0.017341183545,0.162826372260084,0.0419226477,0.222090203505084,0.0016592237030420072,0.042182018831421274,36386546911.85514,1.4965053002708464
Cameroon,2015,0.37,9.85067,0.0,6.213389,0.942089,0.658738,2.036454,0.428055,1399.675331,23012646.0,0.0,0.0251428674,0.0827684119408,0.04069607679,0.1486073561308,0.0,0.0251428674,0.2127597930865098,0.04063466079,0.2785373212765098,0.0016078116353938614,0.03756089687300458,32210232907.235825,1.8743171840790245
Cameroon,2016,0.4,9.942507,0.0,6.028161,1.010797,0.891234,2.012314,0.419309,1426.065517,23711630.0,0.0,0.026621847036,0.0777204,0.04047478064,0.144817027676,0.0,0.026621847036,0.2002808988764036,0.04042018864,0.2673229345524036,0.0016869359044485767,0.040231301823574275,33814337894.86271,1.84593579113146
Cameroon,2017,0.44,9.593567,0.0,5.503328,1.121184,1.007482,1.961573,0.393289,1479.862349,24393181.0,0.0,0.033664294826937,0.07748599778,0.0469841463,0.1581344389069369,0.0,0.033664294826937,0.1649093602259463,0.0469227303,0.2454963853528833,0.001803782786673046,0.04586406703575427,36098550134.24217,1.5524536403949265
Cameroon,2018,0.43,9.633858,0.0,5.080748,1.458974,1.08498,2.009156,0.384175,1594.05999,25076747.0,0.0,0.0405524986069199,0.0747346724,0.04587406208,0.1611612330869199,0.0,0.0708039249367498,0.1494850187265911,0.04580923408,0.266098177743341,0.0017147359663516166,0.0446342472558761,39973839072.05253,1.651130192084252
Cameroon,2019,0.44,9.504862,0.0,5.052656,1.326368,1.162479,1.963359,0.368658,1538.687947,25782341.0,0.0,0.0364640294213399,0.0759222839,0.048146428,0.1605327413213399,0.0,0.0990354959222098,0.1502651023116589,0.0480816,0.2973821982338688,0.0017065944477268375,0.04629209766538431,39670977342.14392,1.8524706909389659
Canada,1990,0.33,458.218336,99.152201,212.870748,125.278127,5.823211,11.958214,16.567775,21448.36196,27691138.0,0.9759133648298672,2.41090668,3.36326273279584,3.099021638280756,9.849104415906464,1.4463885260888625,3.90286572,3.912218375623635,3.098277308,12.359749929712498,0.0011917170034687632,0.0007201806956935045,593929550908.3104,1.2549110465060458
Canada,1991,0.33,449.95972,104.170172,200.768222,124.814875,4.770787,12.153899,16.060949,21768.34329,28037420.0,0.9867566927834196,2.4364872,3.238747028984725,3.17249749403241,9.834488415800557,1.5056986684833626,4.1183625,3.90883827703897,3.227844364,12.760743809522332,0.0011769984542086968,0.0007333989806909828,610328183525.9119,1.2975503422242396
Canada,1992,0.31,463.75864,106.927432,203.764755,132.083955,4.804072,13.193354,16.359691,20879.84833,28371264.0,1.0531830491993257,2.63981673,3.329692129534332,3.20891354776295,10.231605456496608,1.3888564179417346,4.59712476,4.083519008725648,3.286387682,13.35588786866738,0.001092654877836955,0.0006684511581282884,592387689250.3892,1.3053560289687476
Canada,1993,0.28,464.311598,98.917863,206.888046,137.317145,4.892831,13.343511,16.196069,20121.16125,28684764.0,0.9786638094360612,2.736457155,3.35885842183214,3.2660459610574817,10.340025347325682,1.4605916329934696,4.99341915,4.296312245866142,3.353280593,14.10360362185961,0.0009761279541989609,0.0006030433036910701,577170761862.1951,1.3639815327442433
Canada,1994,0.27,478.726314,102.540588,212.176928,140.346661,5.769324,14.632432,16.518519,19935.38146,29000663.0,1.0164481619589538,2.83340565,3.416218390709135,3.281434426081477,10.547506628749563,1.541449857100176,5.45027895,4.471684361022267,3.427986168,14.891399336122443,0.0009310131978706832,0.0005639965719536361,578139279497.908,1.411840718405679
Canada,1995,0.23,491.386794,104.352372,214.865984,147.504585,6.529322,14.900681,16.776937,20613.78788,29302311.0,1.014750421917228,2.93280208,3.49790875885723,3.3718985001400945,10.81735976091455,1.587128403598153,5.72063237,4.671673949066253,3.488766152,15.468200874664406,0.0007849210255122882,0.0004680630468876622,604031623347.7906,1.429942353452489
Canada,1996,0.24,507.510733,106.282423,221.506054,154.182638,6.185381,16.113817,17.149197,21227.34753,29610218.0,1.0426448947232971,2.984291073225,3.623082718533036,3.5734694934260625,11.223488179907395,1.605607259526204,5.830823381495,4.773652945524862,3.70224734,15.912330926546067,0.0008105310133143902,0.00047289640276435295,628546387925.0615,1.417770542586998
Canada,1997,0.2,521.839964,113.173875,229.519833,152.747893,6.657483,16.269941,17.462915,21901.56285,29905948.0,1.111029104043852,2.953655169465,3.78097206330039,3.5049316324977,11.35058796930694,1.665298409259427,5.89488256665,5.000753865537079,3.617362896,16.178297737446506,0.0006687632841466855,0.0003832592629873783,654986999710.8318,1.4253268448466414
Canada,1998,0.21,529.649543,119.352135,232.634509,149.465866,6.828347,17.990246,17.570172,21024.58507,30155173.0,1.0931201226086356,2.86465335296,3.79192903222203,3.339457900302967,11.089160408093631,1.59045163427479,6.1194284032,5.1468429837246354,3.426232788,16.282955809199425,0.0006963979281432078,0.0003964885890593509,634000000039.0671,1.468366874494394
Canada,1999,0.2,544.06378,119.696692,235.503992,162.198106,7.118443,16.266312,17.896966,22315.24667,30401286.0,1.0732048771167864,3.179016923775,3.94785924353146,3.493049456730071,11.693130501153318,1.5341683835156976,6.40933453545,4.992241591393917,3.5875589275,16.523303437859614,0.0006578669073406961,0.0003676039599621942,678412196175.2177,1.4130778268685094
Canada,2000,0.2,566.690447,129.348416,237.661473,172.81718,7.232124,16.249763,18.469011,24271.00206,30685730.0,1.176038247134103,3.0511842165,3.9256191815808,3.5944669829409737,11.747308628155876,1.463978364893227,6.59910216,5.222668073269488,3.7125008766,16.998249474762716,0.0006517687537497071,0.0003529263658118451,744773416042.6038,1.4469909672775105
Canada,2001,0.2,558.777507,126.825289,241.579627,164.84765,6.982743,15.675062,18.023474,23822.06012,31020902.0,1.1721523063346635,3.19009350884,3.9527509559516,3.4413968205461054,11.756393591672369,1.489209517546419,6.741972524,5.333474168452727,3.5078142685,17.07247047849915,0.0006447265782278026,0.00035792421401099813,738981792420.6282,1.4521860250232195
Canada,2002,0.2,564.050931,124.207371,242.471456,171.160253,7.148304,16.116984,18.00791,24255.33858,31360079.0,1.155890120946916,3.2432208298,4.15539831891783,3.560110584567676,12.11461985423242,1.4077797824316287,6.7773426154,5.617341303290868,3.63248686,17.43495056112249,0.0006377534954551613,0.00035457790956114923,760649334040.5479,1.4391661290990767
Canada,2003,0.2,581.30532,123.322189,258.360564,173.878669,7.248136,15.548064,18.384422,28300.4631,31644028.0,1.165763410683231,3.45725904125,4.385637080914135,3.466624007254749,12.475283540102117,1.3156183406094824,6.6147996775,5.941013743070928,3.48832348,17.35975524118041,0.000632030789506317,0.0003440532765122466,895540646749.3668,1.3915319187236934
Canada,2004,0.22,579.592044,115.671275,267.364131,169.898775,7.519955,16.041633,18.162386,32143.68141,31940655.0,1.1814278732466967,3.424499964375,4.554715478125842,3.4457822583067537,12.606425574054292,1.3969634074267787,6.64498870525,6.059185626178553,3.483222152,17.584359890855332,0.0006887773591368118,0.0003795773290497411,1026690238346.7236,1.3948727803578433
Canada,2005,0.25,574.653628,116.76522,261.212721,170.328128,7.613986,15.733328,17.837569,36382.50792,32243753.0,1.187725252478595,3.22898500015,4.71851618342476,3.61111277394365,12.746339209997004,1.393746012122009,6.737999127405,5.961175581110483,3.696303083,17.789223803637487,0.0007753439867871461,0.00043504467355420573,1173108598893.0237,1.3956339550170866
Canada,2006,0.24,568.450936,114.090517,259.34571,168.240515,7.728498,16.088779,17.473665,40504.06073,32571174.0,1.1645161369883812,3.39143640157,4.70091131636664,3.516344101337673,12.773207956262695,1.4074622763160265,6.724724854575,6.350885502929603,3.58364169235,18.06671432617063,0.0007368478643109394,0.00042220002607225895,1319264809743.397,1.4144226249219196
Canada,2007,0.24,593.515764,118.793126,266.117076,181.886055,7.73102,16.132977,18.060601,44659.89514,32889025.0,1.152771850365182,3.1359239716,4.87995326475153,3.6033808712365336,12.772029957953244,1.4682329468422972,6.59538758704,6.628429959100593,3.73200742635,18.42405791933289,0.0007297267097458802,0.0004043700514077668,1468820407756.8386,1.4425316868177311
Canada,2008,0.26,576.558336,112.63213,257.303248,181.568155,6.988372,15.34164,17.356522,46710.50558,33247118.0,1.12208634474395,3.01645156085,4.706210629884696,3.6966234219042913,12.541371957382937,1.453204324037124,6.208986713475,6.471010523516837,3.81398514974,17.94718671076896,0.000782022670355969,0.000450951766310079,1552989690857.9185,1.4310385475971545
Canada,2009,0.24,543.96759,93.378892,253.572199,174.992114,5.364043,14.39848,16.192443,40876.31015,33628895.0,0.941146181968636,3.20806439415,4.57758733434754,3.611192299103291,12.337990209569469,1.368197353353215,5.80830417139,6.399420530119609,3.7565844718229,17.332506526685723,0.000713671977625194,0.0004412027562156782,1374625142021.7842,1.404807933243654
Canada,2010,0.26,556.560518,95.767083,259.503834,178.294216,6.005436,14.73469,16.387061,47562.08343,34004889.0,0.9507762948228848,3.55259471140178,4.801996546659575,3.5207581301402398,12.826125683024479,1.437011512141409,5.571873642308812,6.679306141390847,3.636047264,17.32423855984107,0.0007645959379546865,0.0004671549482782392,1617343367645.8892,1.350699267103697
Canada,2011,0.26,567.054133,86.722655,261.661005,195.282737,6.020141,14.936635,16.520857,52223.69611,34339328.0,0.8945734207924443,3.680321941048258,4.852845607020675,3.7253681272350274,13.153109096096406,1.4206070295019595,5.400081129750759,7.00986048196716,3.875623244,17.70617188521988,0.000757149353650718,0.0004585100167147534,1793326630093.614,1.346158672893144
Canada,2012,0.25,568.223147,81.445934,263.709536,198.17249,6.532305,15.818377,16.379141,52669.08996,34714222.0,0.8191520364583397,3.8648574921808474,4.954982194841802,3.6723609416111938,13.311352665092183,1.407525777539147,5.281211866173837,7.562017520619024,3.85954942,18.110304584332006,0.0007201659308395274,0.00043996799729103603,1828366481409.4111,1.3605157221793573
Canada,2013,0.23,572.613311,78.970095,263.938583,204.540349,5.973037,16.722913,16.330663,52635.17496,35082954.0,0.7734006765014972,4.115150438820979,4.9033618028085,3.850116064665397,13.642028982796372,1.4585807609279888,5.349782342905869,7.97976808420725,4.050090769,18.838221957041114,0.0006555890362025958,0.0004016672256506451,1846597421903.6318,1.3808959049124976
Canada,2014,0.22,569.839687,76.685625,256.683199,211.161562,5.911522,16.888576,16.095071,50955.99832,35437435.0,0.7514542557498103,4.275888143303947,4.85316592083024,3.8028138960241633,13.68332221590816,1.4488688206034854,5.598649417116863,8.629165327135663,3.99258256,19.66926612485601,0.0006208124261815225,0.00038607349579005367,1805749878325.1091,1.4374627604682597
Canada,2015,0.23,574.29819,78.098819,258.061213,213.496439,6.184772,16.132493,16.072321,43596.13554,35702908.0,0.7043901214613956,4.2512070334565495,4.95815618841377,3.710567463648949,13.624320806980663,1.2871141164065842,5.7810025144426,8.824457343386554,3.940528952,19.83310292623574,0.0006442052283248188,0.0004004888122666729,1556508816340.1504,1.4557131476289003
Canada,2016,0.23,560.525313,73.497136,256.234514,208.265201,6.114245,14.134506,15.521199,42315.60371,36109487.0,0.6947433861136332,4.0714260840747,5.015402839407654,3.751990920784763,13.53356323038075,1.220241720307104,5.8491821943786,8.970339938926722,3.989898136,20.02966198961243,0.0006369517240718486,0.00041032937258267947,1527994742063.397,1.479999143510775
Canada,2017,0.21,571.544619,72.688193,260.403026,214.581205,6.827239,14.834711,15.635476,45129.4293,36545236.0,0.6955817200684741,4.3526097193174405,4.994161405850315,3.85077522247538,13.893128067711608,1.2910857269681542,6.547925259425001,9.7027078170654,4.08220362,21.623922423458552,0.000574630302018025,0.0003674253820592789,1649265644313.815,1.5564473542652886
Canada,2018,0.2,584.369116,60.795568,266.964272,231.980501,6.914762,15.549502,15.778726,46548.63841,37065084.0,0.5833332322982555,4.624980423726076,5.10801349984211,3.776813558158882,14.093140714025324,1.2176675877250978,6.829722817402231,10.526655655778354,3.965200885,22.53924694590568,0.0005395913847112825,0.0003422494353722828,1725329192752.2764,1.5993061733553042
Canada,2019,0.19,584.714184,58.325705,269.32597,231.962485,7.125179,15.827711,15.582994,46328.67184,37601230.0,0.542489986368737,4.611305027350553,5.084958301604275,3.666640507086493,13.905393822410058,1.2059688551308847,6.646816079688351,10.744366071845963,3.84893806712,22.4460890737852,0.0005053026190898543,0.0003249450846227462,1742015045450.3633,1.614200170124695
Cape Verde,1990,1.68,0.179536,0.0,0.179536,0.0,0.0,0.0,0.492469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.357454772301933,0.0,0.0
Cape Verde,1991,1.7,0.16488,0.0,0.16488,0.0,0.0,0.0,0.442368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.310528869480834,0.0,0.0
Cape Verde,1992,1.76,0.179536,0.0,0.179536,0.0,0.0,0.0,0.470055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.803047856697264,0.0,0.0
Cape Verde,1993,1.82,0.172208,0.0,0.172208,0.0,0.0,0.0,0.439588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.568614698504135,0.0,0.0
Cape Verde,1994,1.87,0.175872,0.0,0.175872,0.0,0.0,0.0,0.437868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.632732896652112,0.0,0.0
Cape Verde,1995,1.81,0.197856,0.0,0.197856,0.0,0.0,0.0,0.480954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.148067281255054,0.0,0.0
Cape Verde,1996,1.97,0.216176,0.0,0.216176,0.0,0.0,0.0,0.513474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.112945007771446,0.0,0.0
Cape Verde,1997,2.01,0.227168,0.0,0.227168,0.0,0.0,0.0,0.527495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84807719397098,0.0,0.0
Cape Verde,1998,2.04,0.241824,0.0,0.241824,0.0,0.0,0.0,0.549333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.435887256847955,0.0,0.0
Cape Verde,1999,2.03,0.289456,0.0,0.289456,0.0,0.0,0.0,0.643769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0131557127853625,0.0,0.0
Cape Verde,2000,2.11,0.296784,0.0,0.296784,0.0,0.0,0.0,0.647645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109547684511294,0.0,0.0
Cape Verde,2001,2.2,0.34808,0.0,0.34808,0.0,0.0,0.0,0.74702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.320386118133763,0.0,0.0
Cape Verde,2002,2.29,0.381056,0.0,0.381056,0.0,0.0,0.0,0.805222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.009615384615385,0.0,0.0
Cape Verde,2003,2.38,0.414032,0.0,0.414032,0.0,0.0,0.0,0.862407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74834795378135,0.0,0.0
