Country,Year,Homicide Rate,Total Emissions,Coal,Oil,Gas,Cement,Flaring,Emissions Per Capita,GDP per capita,Population,Homicide per capita,Homicide per emissions
Estonia,2017,0.36,18.762487,13.87706,3.571821,0.922599,0.306764,3.2e-05,14.240447,20437.76538,1317384.0,0.02732688418866481,0.019187221821925844
Estonia,2018,0.37,17.935074,13.06273,3.503322,0.986677,0.297762,3.4e-05,13.565103,23165.84948,1321977.0,0.027988384064170552,0.020629967849589023
Estonia,2019,0.37,12.38019,7.775731,3.315348,0.914391,0.295485,3.2e-05,9.329183,23424.48471,1326898.0,0.027884584949257593,0.0298864557005991
Ethiopia,1990,0.61,2.986507,0.0,2.846928,0.0,0.139579,0.0,0.062377,254.2952546,47878073.0,0.0012740696560615545,0.20425199070352087
Ethiopia,1991,0.66,2.958472,0.0,2.8396,0.0,0.118872,0.0,0.059244,269.6147631,49937430.0,0.0013216539177126256,0.2230881346857432
Ethiopia,1992,0.76,2.936737,0.0,2.813952,0.0,0.122785,0.0,0.056463,201.7435026,52011554.0,0.001461213791074191,0.2587906237432906
Ethiopia,1993,0.69,2.993623,0.0,2.850592,0.0,0.143031,0.0,0.055652,164.1650535,53791672.0,0.0012827264413718166,0.23048994479264756
Ethiopia,1994,0.69,2.197201,0.0,2.007872,0.0,0.189329,0.0,0.039504,124.5581496,55620211.0,0.001240556243125363,0.3140359029510727
Ethiopia,1995,0.81,2.505953,0.0,2.257024,0.0,0.248929,0.0,0.0436,133.3411006,57476536.0,0.001409270732669067,0.3232303239526041
Ethiopia,1996,0.71,2.794189,0.0,2.513504,0.0,0.280685,0.0,0.047082,144.0316487,59347649.0,0.001196340566077015,0.25409877427761685
Ethiopia,1997,0.71,2.980158,0.0,2.67472,0.0,0.305438,0.0,0.048669,140.2698555,61233480.0,0.001159496406214378,0.2382424019129187
Ethiopia,1998,0.8,3.147422,0.0,2.843264,0.0,0.304158,0.0,0.049851,123.8305223,63136493.0,0.0012670960358853003,0.2541762750593978
Ethiopia,1999,0.7,3.094276,0.0,2.835936,0.0,0.25834,0.0,0.047547,118.3331279,65077579.0,0.0010756392766239813,0.22622416358463177
Ethiopia,2000,0.72,3.462855,0.0,3.107072,0.0,0.355783,0.0,0.05166,122.9622935,67031867.0,0.0010741159872512576,0.20792092074314403
Ethiopia,2001,0.77,4.264586,0.0,3.90216,0.0,0.362426,0.0,0.061789,119.2618573,69018932.0,0.001115635924357682,0.1805567996518302
Ethiopia,2002,0.82,4.431687,0.0,4.070704,0.0,0.360983,0.0,0.062354,110.4608747,71073215.0,0.001153739844187434,0.18503111794673224
Ethiopia,2003,0.81,4.870232,0.0,4.418784,0.0,0.451448,0.0,0.066562,117.8601647,73168838.0,0.0011070286506394977,0.16631651223186084
Ethiopia,2004,0.78,5.158551,0.0,4.63496,0.0,0.523591,0.0,0.068506,134.5424863,75301026.0,0.0010358424598358063,0.1512052512420639
Ethiopia,2005,0.82,4.956129,0.0,4.334512,0.0,0.621617,0.0,0.063975,160.0767918,77469940.0,0.0010584750678779408,0.1654517063619611
Ethiopia,2006,0.87,5.318177,0.0,4.638624,0.0,0.679553,0.0,0.066735,191.7512925,79691050.0,0.0010917160710016997,0.16358989179938913
Ethiopia,2007,0.88,5.839596,0.0,5.210208,0.0,0.629388,0.0,0.071218,240.347972,81996185.0,0.0010732206626442437,0.15069535632259493
Ethiopia,2008,0.95,6.417597,0.040304,5.671872,0.0,0.705421,0.0,0.076077,320.8610897,84357105.0,0.001126164772961329,0.14803048555401654
Ethiopia,2009,0.96,6.453445,0.109982,5.693398,0.0,0.650065,0.0,0.074387,373.8939587,86755585.0,0.0011065570014887225,0.14875775651609333
Ethiopia,2010,0.98,6.336871,0.131904,5.572944,0.0,0.632023,0.0,0.071011,335.4384953,89237791.0,0.0010981894430802306,0.15465045761543827
Ethiopia,2011,1.02,7.40248,0.450672,6.15552,0.0,0.796288,0.0,0.080621,348.0013483,91817929.0,0.001110894147917451,0.1377916590115745
Ethiopia,2012,1.08,8.108686,0.593833,6.158268,0.0,1.356585,0.0,0.08585,458.5509208,94451280.0,0.0011434466531316464,0.13319050706859287
Ethiopia,2013,1.06,9.781029,0.772817,7.259349,0.0,1.748863,0.0,0.100748,490.791804,97084366.0,0.0010918338798236577,0.10837305563657976
Ethiopia,2014,1.11,12.016546,1.073552,8.841232,0.0,2.101762,0.0,0.120471,557.5341484,99746766.0,0.0011128180336192554,0.09237263353379582
Ethiopia,2015,1.14,12.696406,1.091872,8.698336,0.0,2.906198,0.0,0.123901,630.3126821,102471895.0,0.0011125001640693772,0.08978918916109015
Ethiopia,2016,1.2,14.347424,1.399648,9.731584,0.0,3.216192,0.0,0.136262,705.616305,105293228.0,0.0011396744337632044,0.08363870754778
Ethiopia,2017,1.27,15.548594,1.542544,10.51568,0.0,3.487437,0.002933,0.143705,755.7517677,108197950.0,0.0011737745493329587,0.08167941101298291
Ethiopia,2018,1.31,15.808036,1.114115,11.08251,0.0,3.603685,0.007727,0.142249,758.2990596,111129438.0,0.0011788055654524232,0.08286924447793516
Ethiopia,2019,1.28,18.297764,1.205698,13.178387,0.0,3.91368,0.0,0.160337,840.4494515,114120594.0,0.0011216205201315373,0.0699539025642696
Fiji,1990,0.54,0.80122,0.062288,0.707152,0.0,0.03178,0.0,1.026639,1713.189885,780430.0,0.06919262457875787,0.67397219240658
Fiji,1991,0.52,0.655032,0.047632,0.575248,0.0,0.032152,0.0,0.834614,1763.235775,784832.0,0.0662562178912175,0.793854346047216
Fiji,1992,0.52,0.730309,0.051296,0.644864,0.0,0.034149,0.0,0.928133,1947.492324,786859.0,0.06608553756136741,0.7120273747139909
Fiji,1993,0.51,0.728647,0.051296,0.644864,0.0,0.032487,0.0,0.923276,2073.085231,789198.0,0.06462256620011708,0.6999273996873657
Fiji,1994,0.54,0.723077,0.051555,0.633391,0.0,0.038131,0.0,0.914357,2308.746006,790803.0,0.06828502168049438,0.7468084311905925
Fiji,1995,0.55,0.736697,0.051296,0.648528,0.0,0.036873,0.0,0.929884,2487.040289,792246.0,0.06942288127677515,0.7465755934936615
Fiji,1996,0.57,0.792447,0.058624,0.699824,0.0,0.033999,0.0,0.994864,2672.43577,796538.0,0.07155967449136136,0.7192910062124028
Fiji,1997,0.59,0.764285,0.058624,0.666848,0.0,0.038813,0.0,0.949927,2597.884268,804572.0,0.07333091382747597,0.7719633382834937
Fiji,1998,0.65,0.7433,0.051549,0.655405,0.0,0.036347,0.0,0.913205,2031.042392,813947.0,0.07985777943772752,0.8744786761738196
Fiji,1999,0.66,0.756467,0.047632,0.670512,0.0,0.038323,0.0,0.918687,2351.752279,823422.0,0.08015331142476155,0.8724769223244372
Fiji,2000,0.68,0.814852,0.044165,0.732406,0.0,0.038281,0.0,0.97879,2015.881172,832509.0,0.08168079864602065,0.8345073706636298
Fiji,2001,0.71,1.003936,0.040304,0.963632,0.0,0.0,0.0,1.193287,1964.132793,841320.0,0.08439119478914087,0.7072163962643037
Fiji,2002,0.73,0.835392,0.043968,0.791424,0.0,0.0,0.0,0.98294,2157.076596,849891.0,0.0858933675024209,0.8738412625450087
Fiji,2003,0.67,0.98928,0.043968,0.945312,0.0,0.0,0.0,1.152596,2680.225507,858306.0,0.07806073824486838,0.6772602296619764
Fiji,2004,0.65,1.293392,0.0,1.293392,0.0,0.0,0.0,1.492328,3124.607389,866694.0,0.07499763468998286,0.502554523299974
Fiji,2005,0.65,1.02592,0.0,1.02592,0.0,0.0,0.0,1.172583,3406.568258,874923.0,0.07429225200389063,0.6335776668746101
Fiji,2006,0.63,1.146832,0.0,1.146832,0.0,0.0,0.0,1.298668,3483.597185,883083.0,0.07134097247937057,0.5493393975752333
Fiji,2007,0.6,1.084544,0.0,1.084544,0.0,0.0,0.0,1.217702,3793.097385,890648.0,0.06736668133763282,0.5532279003894724
Fiji,2008,0.59,0.8244,0.0,0.8244,0.0,0.0,0.0,0.919339,3928.921739,896731.0,0.06579453593106517,0.7156720038816108
Fiji,2009,0.58,0.736464,0.0,0.736464,0.0,0.0,0.0,0.817038,3184.689123,901383.0,0.0643455667568614,0.7875469812509505
Fiji,2010,0.58,1.091663,0.0,1.087987,0.003676,0.0,0.0,1.206032,3469.165917,905169.0,0.06407643213587738,0.53129949444105
Fiji,2011,0.57,1.014928,0.0,1.014928,0.0,0.0,0.0,1.117325,4160.684021,908355.0,0.0627507967699853,0.5616161934639697
Fiji,2012,0.56,0.967296,0.0,0.967296,0.0,0.0,0.0,1.061727,4359.77535,911059.0,0.06146693024271755,0.5789334391954479
Fiji,2013,0.55,1.036912,0.0,1.036912,0.0,0.0,0.0,1.135156,4586.897921,913453.0,0.06021108913102262,0.5304210964864907
Fiji,2014,0.54,1.179808,0.0,1.179808,0.0,0.0,0.0,1.288619,5305.190923,915560.0,0.05898029621215431,0.4577015921234642
Fiji,2015,0.52,1.242096,0.0,1.242096,0.0,0.0,0.0,1.354226,5105.262627,917200.0,0.056694286960314,0.4186471899112468
Fiji,2016,0.51,1.176144,0.0,1.176144,0.0,0.0,0.0,1.280685,5368.42324,918371.0,0.05553311243495276,0.4336203730155491
Fiji,2017,0.5,1.308048,0.0,1.308048,0.0,0.0,0.0,1.423309,5825.129207,919019.0,0.05440583926991716,0.38224896945677833
Fiji,2018,0.49,1.355537,0.0,1.355537,0.0,0.0,0.0,1.475019,6073.336388,918996.0,0.05331905688381668,0.3614803579688345
Fiji,2019,0.48,1.359201,0.0,1.359201,0.0,0.0,0.0,1.479862,5968.300559,918465.0,0.052261109568682525,0.35314865130322887
Finland,1990,0.39,56.914337,22.131907,27.658059,5.152646,0.729179,0.111493,11.413581,28364.64508,4986431.0,0.007821225241059186,0.006852403463823184
Finland,1991,0.38,55.18876,21.38824,26.808258,5.38357,0.568881,0.103462,11.007253,25484.73929,5013740.0,0.007579172434150953,0.006885460010335438
Finland,1992,0.39,54.265059,20.677522,26.654063,5.574695,0.473455,0.109842,10.762348,22319.05946,5041992.0,0.007735038056387237,0.007186945102188132
Finland,1993,0.38,56.313366,23.400686,25.604295,5.821841,0.361323,0.156894,11.114615,17608.81239,5066447.0,0.007500325178571886,0.006747953940455273
Finland,1994,0.38,61.732669,27.593213,26.406872,6.295258,0.363592,0.06643,12.131825,20301.33309,5088333.0,0.007468064688376331,0.0061555738016122385
Finland,1995,0.37,58.115518,24.657018,25.591172,6.509337,0.377933,0.074597,11.37748,26271.59981,5107790.0,0.007243837354315663,0.006366629993730762
Finland,1996,0.36,64.033059,29.756941,26.030928,6.789215,0.381418,0.064758,12.494943,25783.45049,5124573.0,0.007024975544303886,0.005622095923919549
Finland,1997,0.33,62.696172,28.497131,26.015385,6.646342,0.449988,0.103224,12.197834,24691.87281,5139835.0,0.0064204395666397854,0.00526347924399595
Finland,1998,0.3,59.351464,23.71752,26.57104,7.591387,0.447847,0.063936,11.516631,26009.26949,5153498.0,0.005821288763476768,0.005054635215063945
Finland,1999,0.33,58.866897,23.035742,26.72216,7.571017,0.478644,0.05515,11.396186,26186.19001,5165474.0,0.006388571503796166,0.0056058670801010626
Finland,2000,0.32,57.009923,21.985056,25.820298,7.715635,0.504844,0.058479,11.013837,24345.91482,5176209.0,0.006182130590167437,0.005613057923267148
Finland,2001,0.32,62.513736,26.124685,26.442807,8.389881,0.503631,0.052955,12.049675,24967.79252,5188008.0,0.0061680706737537805,0.00511887499412929
Finland,2002,0.29,65.04097,28.3046,26.804666,8.339674,0.484866,0.061502,12.506445,26997.75299,5200598.0,0.005576281804515557,0.004458728090924843
Finland,2003,0.26,72.654324,35.015387,26.923379,9.230054,0.466621,0.056022,13.937172,32927.68029,5213014.0,0.004987517777623463,0.003578589486291277
Finland,2004,0.29,68.939111,31.638443,26.911409,8.868951,0.528846,0.055037,13.186161,37772.17811,5228172.0,0.005546871832066733,0.004206610671263225
Finland,2005,0.26,57.047316,21.033608,26.355567,8.121729,0.542212,0.070422,10.874294,39054.85044,5246096.0,0.0049560663777407045,0.004557620204252905
Finland,2006,0.26,68.37069,31.583569,26.451024,8.687111,0.573898,0.058224,12.982801,41222.602,5266268.0,0.004937082579162321,0.00380279912342555
Finland,2007,0.26,66.759835,30.347012,26.644071,8.117507,0.605468,0.08091,12.623135,48476.39273,5288720.0,0.004916123372006837,0.0038945572588668024
Finland,2008,0.26,58.620999,23.673561,24.939108,8.359042,0.619774,0.097135,11.032776,53772.79424,5313399.0,0.004893289587324423,0.004435270712462611
Finland,2009,0.24,55.905073,22.893733,24.190767,7.498413,0.38528,0.074715,10.471438,47481.48454,5338871.0,0.004495332440135751,0.0042929914428338194
Finland,2010,0.22,64.080758,29.140657,25.126744,8.272525,0.525706,0.096411,11.948074,46505.30318,5363352.0,0.004101912386134641,0.003433167878569726
Finland,2011,0.21,56.637171,24.079079,23.761772,7.252456,0.557828,0.087792,10.511401,51148.93164,5388272.0,0.003897353363007658,0.003707812312871347
Finland,2012,0.17,51.145686,19.592491,23.668124,6.461504,0.497163,0.101813,9.447177,47708.06128,5413971.0,0.003140024207739569,0.003323838495391381
Finland,2013,0.17,51.703752,21.358095,22.836903,6.063857,0.481772,0.079154,9.506337,49892.22336,5438972.0,0.0031255906447027124,0.0032879625447685113
Finland,2014,0.18,47.595831,19.324992,21.54024,5.392475,0.468797,0.08373,8.714887,50327.24029,5461512.0,0.003295790616224957,0.0037818438341795106
Finland,2015,0.16,44.099095,16.840545,21.280789,4.723437,0.462146,0.108521,8.048072,42801.90812,5479531.0,0.0029199579307061137,0.0036281923699341225
Finland,2016,0.15,47.181861,18.658283,22.862838,4.207125,0.553242,0.104111,8.585984,43814.02651,5495303.0,0.0027296038089255495,0.003179187866286156
Finland,2017,0.15,44.577796,17.087034,22.126732,3.88629,0.603658,0.146588,8.093076,46412.13648,5508214.0,0.0027232057432772217,0.0033649039086634074
Finland,2018,0.15,45.796461,17.922401,22.100755,4.411671,0.601681,0.090786,8.303288,49987.62616,5515525.0,0.0027195960493334725,0.003275362259978997
Finland,2019,0.15,42.381841,15.255686,21.581214,4.310229,0.583481,0.065145,7.675732,48629.85823,5521606.0,0.0027166009309610283,0.0035392516337362503
France,1990,0.2,393.422903,80.233081,233.957341,59.116116,10.794633,4.304655,6.973989,21865.55525,58044701.0,0.0003445620298741827,0.0005083588130607638
France,1991,0.19,418.367114,85.819388,246.15814,66.833857,10.247398,4.405189,7.385745,21675.70609,58557577.0,0.0003244669771770099,0.00045414659432337697
France,1992,0.19,406.64833,77.786511,242.982164,67.847507,9.208047,4.403141,7.151238,23814.22737,58849943.0,0.0003228550280838845,0.0004672341824199795
France,1993,0.19,388.080145,62.979498,239.877324,68.075975,8.454319,4.20198,6.802012,22380.3319,59106166.0,0.00032145546371591756,0.0004895895923765953
France,1994,0.2,381.908894,61.697732,234.707759,67.666057,8.626637,4.462943,6.673221,23496.36768,59327585.0,0.00033711131171107,0.0005236851069511882
France,1995,0.19,386.261878,62.839667,236.857191,68.821155,8.484753,4.344043,6.726916,26889.42506,59543659.0,0.00031909359147713783,0.0004918942583300959
France,1996,0.17,401.373092,65.205001,242.578672,75.976559,8.290355,4.513779,6.96548,26870.28524,59756533.0,0.00028448772287374837,0.00042354608066252734
France,1997,0.17,393.94516,61.184029,240.083975,75.237471,7.964671,4.458723,6.811022,24226.88469,59969944.0,0.0002834753355781023,0.0004315321452356466
France,1998,0.15,413.634368,71.180306,247.420935,77.063346,8.529548,4.376759,7.121762,24971.57449,60192790.0,0.0002491992811763668,0.0003626391122316026
France,1999,0.14,412.183132,66.275097,247.828575,80.854972,8.229143,4.06967,7.063711,24678.39106,60504420.0,0.00023138805396366087,0.0003396548503105654
France,2000,0.14,406.828906,65.574517,239.492827,84.321034,8.392547,4.211911,6.934727,22416.42542,60921384.0,0.00022980436557383532,0.00034412500669261687
France,2001,0.14,411.613943,56.039931,249.737546,88.530828,8.480744,4.174089,6.974761,22449.33969,61367388.0,0.00022813420053009267,0.00034012453266190745
France,2002,0.14,407.790504,58.50608,244.198443,88.012542,8.464964,3.929538,6.868307,24288.27002,61816234.0,0.0002264777242819419,0.00034331353630539667
France,2003,0.13,412.534615,59.12547,244.834575,91.651093,8.379289,3.891142,6.906858,29627.92426,62256970.0,0.0002088119611346328,0.00031512507138340383
France,2004,0.13,413.779944,58.172907,244.831604,93.223768,8.869265,3.917479,6.883891,33797.16244,62716306.0,0.0002072826164219557,0.000314176658112748
France,2005,0.12,416.165831,62.003628,241.881232,94.932763,8.905855,3.92014,6.877628,34768.1759,63188395.0,0.00018990828933065953,0.00028834659422099455
France,2006,0.12,406.462363,59.448733,236.758059,92.326064,9.094903,4.218751,6.672161,36470.21284,63628261.0,0.00018859544189020033,0.0002952302867953361
France,2007,0.12,396.660526,61.345367,227.717663,89.253092,9.251525,4.514828,6.467708,41557.62356,64021737.0,0.00018743633900467272,0.0003025256917044475
France,2008,0.12,390.777557,56.163627,224.45137,92.28046,8.661312,4.790286,6.331354,45515.96175,64379696.0,0.00018639416998800367,0.0003070800711311064
France,2009,0.12,371.045218,45.185605,219.270719,90.711959,7.47417,4.506531,5.975608,41737.76355,64710879.0,0.00018544022559174324,0.00032341071701940115
France,2010,0.11,376.645427,49.08537,215.705567,96.035487,7.675915,4.108102,6.031677,40676.06479,65030575.0,0.00016915120310715382,0.00029205186659547576
France,2011,0.11,354.602482,41.969869,208.866801,87.791113,7.836089,3.877632,5.648761,43846.46608,65345233.0,0.00016833668647260006,0.000310206514572563
France,2012,0.11,356.912578,46.66766,204.8763,90.609028,7.29191,3.307063,5.658864,40870.85236,65662240.0,0.00016752398334263344,0.0003081987208643569
France,2013,0.11,358.623337,49.416611,203.431456,91.302161,7.099684,3.05069,5.662309,42602.71797,66002289.0,0.0001666608865641008,0.00030672850495504705
France,2014,0.1,327.107281,39.271215,197.494522,76.368623,6.766749,2.957698,5.144127,43068.54872,66312067.0,0.00015080211569939452,0.00030571010126796905
France,2015,0.1,331.579994,37.740819,199.148404,81.391098,6.408841,2.857876,5.196383,36652.92231,66548272.0,0.0001502668619254306,0.00030158634962759544
France,2016,0.09,334.43978,35.794215,196.489679,89.032655,6.438147,2.868307,5.226494,37062.53357,66724104.0,0.00013488378952229916,0.00026910674322295033
France,2017,0.09,337.457549,39.789541,195.653951,89.137376,6.291276,2.816149,5.26093,38781.04949,66918020.0,0.0001344929213386768,0.0002667002124169402
France,2018,0.09,322.526821,34.96638,189.343208,84.769711,6.495119,2.905288,5.017701,41557.85486,67158348.0,0.00013401163471144347,0.0002790465602859119
France,2019,0.09,316.386776,29.29436,187.698122,86.356429,6.588367,2.504862,4.912857,40494.89829,67388001.0,0.00013355493361496212,0.0002844619523541654
Gabon,1990,0.48,4.484725,0.0,0.846384,0.205184,0.047621,3.385536,4.562154,6055.060248,983028.0,0.0488287210537238,0.10702997396718862
Gabon,1991,0.49,4.521703,0.0,0.875696,0.208848,0.047959,3.3892,4.476956,5349.452182,1009995.0,0.0485150916588696,0.10836625050340547
Gabon,1992,0.5,4.916933,0.0,1.036912,0.197856,0.047477,3.634688,4.739459,5390.536807,1037446.0,0.04819527956153862,0.10168940679077791
Gabon,1993,0.47,4.974695,0.0,1.08088,0.205184,0.053943,3.634688,4.669365,4109.898799,1065390.0,0.044115300500286274,0.09447815393707554
Gabon,1994,0.47,4.374933,0.0,0.707152,0.194192,0.051413,3.422176,4.000447,3832.093234,1093611.0,0.0429768903202327,0.10743021664560347
Gabon,1995,0.49,4.606046,0.0,0.861724,0.256684,0.062742,3.424896,4.105342,4419.790569,1121964.0,0.043673415546309866,0.10638191629002403
Gabon,1996,0.47,4.754184,0.0,1.014928,0.241824,0.075256,3.422176,4.131914,4948.753162,1150601.0,0.04084821758368018,0.09886028811674094
Gabon,1997,0.48,4.774817,0.0,1.022256,0.249152,0.081233,3.422176,4.047121,4514.993871,1179806.0,0.04068465493479436,0.10052741288304871
Gabon,1998,0.47,4.956206,0.0,1.221013,0.231002,0.079487,3.424703,4.096607,3705.817932,1209832.0,0.038848369029749585,0.09483060227924343
Gabon,1999,0.44,4.788392,0.0,1.059706,0.231008,0.072886,3.424792,3.859229,3758.161936,1240764.0,0.03546202178657666,0.09188888461930435
Gabon,2000,0.44,4.668567,0.0,1.040576,0.234496,0.084903,3.308592,3.667561,3991.157022,1272935.0,0.03456578694120281,0.09424733542433898
Gabon,2001,0.45,4.771911,0.0,1.256752,0.245488,0.096647,3.173024,3.652187,3844.561312,1306590.0,0.03444079627120979,0.09430184259513641
Gabon,2002,0.46,4.543849,0.0,1.183472,0.25648,0.103081,3.000816,3.386645,3976.646951,1341696.0,0.03428496470139286,0.10123575849461548
Gabon,2003,0.47,4.614161,0.0,1.158742,0.271351,0.103867,3.080201,3.347481,4724.25501,1378398.0,0.034097553826978856,0.10186033820666421
Gabon,2004,0.47,4.657891,0.0,1.211833,0.267262,0.10345,3.075346,3.286895,5483.144907,1417110.0,0.033166091552525916,0.1009040357535202
Gabon,2005,0.5,4.858905,0.0,1.399648,0.278464,0.103033,3.07776,3.331776,6570.962804,1458353.0,0.03428525192460262,0.10290384356146086
Gabon,2006,0.52,4.143462,0.0,1.443616,0.289456,0.10207,2.30832,2.75765,6873.454312,1502534.0,0.03460820187762806,0.1254989185372039
Gabon,2007,0.54,4.089598,0.0,1.57552,0.31144,0.08851,2.114128,2.638835,8036.920258,1549774.0,0.03484379012681849,0.13204231809581285
Gabon,2008,0.55,4.162834,0.0,1.61216,0.34808,0.088466,2.114128,2.601807,9732.227428,1599978.0,0.03437547266274912,0.13212153066877036
Gabon,2009,0.57,4.232845,0.0,1.558547,0.462063,0.096277,2.115957,2.559865,7325.909871,1653542.0,0.03447145582029365,0.13466120304428816
Gabon,2010,0.57,4.78324,0.0,1.963904,0.619216,0.085992,2.114128,2.79541,8399.596703,1711105.0,0.03331180728242861,0.11916608825816809
Gabon,2011,0.57,4.930245,0.0,2.1984,0.69616,0.086437,1.949248,2.78152,10273.79901,1772500.0,0.03215796897038081,0.11561291578816062
Gabon,2012,0.58,5.629805,0.0,2.311984,0.71448,0.07647,2.52687,3.065166,9348.515572,1836705.0,0.03157828829343852,0.10302310648414997
Gabon,2013,0.6,5.926817,0.0,2.586784,0.703488,0.066171,2.570374,3.115727,9250.081564,1902226.0,0.031541993432956966,0.10123477745305785
Gabon,2014,0.62,6.3694,0.0,2.50057,1.019294,0.069749,2.779787,3.238368,9255.368597,1966855.0,0.03152240505782074,0.09734040882971709
Gabon,2015,0.63,6.475559,0.0,2.447552,1.018592,0.077499,2.931916,3.192263,7090.45461,2028517.0,0.03105717132269535,0.09728889814763483
Gabon,2016,0.64,6.5217,0.0,2.557472,1.022256,0.131748,2.810224,3.126105,6722.198393,2086206.0,0.03067769913421781,0.09813392213686616
Gabon,2017,0.64,6.285816,0.0,2.412786,0.904337,0.143372,2.82532,2.937002,6975.695793,2140215.0,0.02990353772868614,0.10181653424153683
Gabon,2018,0.64,5.992046,0.0,2.3816,0.87936,0.189872,2.541215,2.733583,7694.906045,2192012.0,0.02919692045481503,0.10680825881510256
Gabon,2019,0.65,5.735253,0.0,1.867159,0.918935,0.209246,2.739912,2.557201,7523.862278,2242785.0,0.028981823937648952,0.11333414585197898
Gambia,1990,0.05,0.197856,0.0,0.197856,0.0,0.0,0.0,0.190134,,,,0.25270904091864793
Gambia,1991,0.06,0.197856,0.0,0.197856,0.0,0.0,0.0,0.182602,,,,0.3032508491023775
Gambia,1992,0.06,0.197856,0.0,0.197856,0.0,0.0,0.0,0.175536,,,,0.3032508491023775
Gambia,1993,0.06,0.208848,0.0,0.208848,0.0,0.0,0.0,0.178761,,,,0.2872902780969892
Gambia,1994,0.06,0.208848,0.0,0.208848,0.0,0.0,0.0,0.173191,,,,0.2872902780969892
Gambia,1995,0.07,0.216176,0.0,0.216176,0.0,0.0,0.0,0.174033,,,,0.32381022870253867
Gambia,1996,0.07,0.21984,0.0,0.21984,0.0,0.0,0.0,0.171875,,,,0.3184133915574964
Gambia,1997,0.07,0.223504,0.0,0.223504,0.0,0.0,0.0,0.169707,,,,0.3131934998926194
Gambia,1998,0.08,0.241824,0.0,0.241824,0.0,0.0,0.0,0.178311,,,,0.3308191081116845
Gambia,1999,0.08,0.2748,0.0,0.2748,0.0,0.0,0.0,0.196778,,,,0.2911208151382824
Gambia,2000,0.08,0.2748,0.0,0.2748,0.0,0.0,0.0,0.19116,,,,0.2911208151382824
Gambia,2001,0.08,0.300448,0.0,0.300448,0.0,0.0,0.0,0.203081,,,,0.2662690382362339
Gambia,2002,0.08,0.296784,0.0,0.296784,0.0,0.0,0.0,0.194967,,,,0.26955631031322447
Gambia,2003,0.09,0.296784,0.0,0.296784,0.0,0.0,0.0,0.189486,,,,0.3032508491023775
Gambia,2004,0.1,0.318768,0.0,0.318768,0.0,0.0,0.0,0.197719,,,,0.313707774933494
Gambia,2005,0.1,0.322432,0.0,0.322432,0.0,0.0,0.0,0.194193,,,,0.31014291385470427
Gambia,2006,0.1,0.34808,0.0,0.34808,0.0,0.0,0.0,0.203402,,,,0.2872902780969892
Gambia,2007,0.1,0.34808,0.0,0.34808,0.0,0.0,0.0,0.197226,,,,0.2872902780969892
Gambia,2008,0.1,0.362736,0.0,0.362736,0.0,0.0,0.0,0.199246,,,,0.27568259009307045
Gambia,2009,0.1,0.373728,0.0,0.373728,0.0,0.0,0.0,0.198991,,,,0.26757427861974487
Gambia,2010,0.1,0.425024,0.0,0.425024,0.0,0.0,0.0,0.219393,,,,0.23528083120012047
Gambia,2011,0.09,0.443344,0.0,0.443344,0.0,0.0,0.0,0.22187,,,,0.20300263452307912
Gambia,2012,0.09,0.447008,0.0,0.447008,0.0,0.0,0.0,0.216887,,,,0.20133867850239814
Gambia,2013,0.09,0.425024,0.0,0.425024,0.0,0.0,0.0,0.200024,,,,0.2117527480801084
Gambia,2014,0.1,0.505632,0.0,0.505632,0.0,0.0,0.0,0.230986,,,,0.19777229289285492
Gambia,2015,0.09,0.582576,0.0,0.582576,0.0,0.0,0.0,0.258563,,,,0.1544862816181923
Gambia,2016,0.1,0.589904,0.0,0.589904,0.0,0.0,0.0,0.254576,,,,0.16951910819387564
Gambia,2017,0.11,0.593568,0.0,0.593568,0.0,0.0,0.0,0.249275,,,,0.18531996334034181
Gambia,2018,0.11,0.593568,0.0,0.593568,0.0,0.0,0.0,0.242776,,,,0.18531996334034181
Gambia,2019,0.11,0.600896,0.0,0.600896,0.0,0.0,0.0,0.239507,,,,0.1830599637874108
Georgia,1990,0.53,15.947821,1.060688,6.018793,8.473564,0.275618,0.119157,2.957882,1614.640122,4802000.0,0.011037067888379843,0.03323338028436612
Georgia,1991,0.54,15.871695,0.94643,6.035478,8.519667,0.259271,0.11085,2.982221,1314.67067,4835900.0,0.011166484005045597,0.03402283120989913
Georgia,1992,0.41,15.276915,0.967528,5.046538,9.05958,0.20327,0.0,2.915816,757.2235485,4873500.0,0.008412844977941931,0.02683787924459879
Georgia,1993,0.86,9.9157,0.637536,2.260688,6.895648,0.121828,0.0,1.933823,550.0155426,4911100.0,0.017511351835637637,0.08673114354004256
Georgia,1994,0.42,6.067844,0.337088,1.11752,4.572672,0.040564,0.0,1.214076,519.8575812,4836076.0,0.008684727039029163,0.06921733650370708
Georgia,1995,0.29,2.290286,0.157301,0.406055,1.68641,0.04052,0.0,0.469544,578.3446099,4657722.0,0.006226219598335838,0.1266217406909006
Georgia,1996,0.33,4.053812,0.161216,2.407248,1.450944,0.034404,0.0,0.851414,689.0594414,4491699.0,0.007346885888836274,0.08140486041286572
Georgia,1997,0.45,4.426263,0.029312,2.608768,1.751392,0.036791,0.0,0.953929,807.0322858,4349913.0,0.010345034486896634,0.10166589739470973
Georgia,1998,0.58,4.939172,0.077001,3.036043,1.745358,0.08077,0.0,1.093123,851.5259582,4243607.0,0.013667618137117785,0.11742858924532289
